sample,Sample_name,Locus,tech,Hash,nReads,rank,kingdom,phylum,class,order,family,genus,species,taxon,MiSeqRun
MC_D,90,BF3,3,e98cca2f8f132f63a4e0497920cae32cf0c5a677,66,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,90,BF3,3,c3608e3bbd051a827c3ba97daff98692490e6fc8,60,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,90,BF3,3,e77f991d4257d06ecfc262cd80db694f09d175cd,27,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,921a619530265c77845aff59fa0e09fb1ca270cb,19,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,e0254b419ae70e17fc3a775368743fa8773609c4,32,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,90,BF3,3,9350764a853200e43866e583cec74382bfda6859,18,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,46058688dff6ad0c446936715da0b6d461d66ff4,27,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,fc127fcfc249e1ae3bf9d34034d47799adeaa313,10,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_D,90,BF3,3,186b554f89da35730269f805e1bbcbc09b638a7a,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,57f93ec05f3192f667645192b0cab92062bf5414,9,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,e3f0464ce4a47a69539d89096334ce3bf133d18b,12,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,60a76d41f52cd47e97e8b91e91e4d5fbb0e9ea0a,9,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,90,BF3,3,55ac7d24233f60401f95150e5254ff1db05c1f3e,9,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_D,88,BF3,1,5788d9dc7676015bdad42714abfc36866ef9dde3,43396,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,fd21a4a69e41031e050b80c96a578a2b0e1575ad,27154,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_D,88,BF3,1,41384eb53ebdac9ad36e75109961bdacfada2509,14530,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_D,88,BF3,1,35bcbb88b7a1827e9131054759e25603a6ef1e4b,14882,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_D,88,BF3,1,5cc5bda34a61687ff23dd35422f3f67055889af9,18964,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,fa07c137c879896a4b3550b677aac7c27dd4f250,2502,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,88,BF3,1,fdc80ae5c5d103b2e88889628d1e88288fe07089,6156,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_D,88,BF3,1,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,5749,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_D,88,BF3,1,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,1136,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,5912de453e37344840868fe7776e6f84659742f2,2158,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,5
MC_D,88,BF3,1,85ae8b995a1c9e5d9f4b6e265538078035f220d2,862,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_D,88,BF3,1,aee053d6803cdb5a8171495d7b79efae9b68c8f7,874,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_D,88,BF3,1,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,380,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_D,88,BF3,1,8631c8817a3e0f66abffa477be2f44653cfe0d60,487,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,315,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,befec3cb525983c44fa97460953a90ff584b8d47,307,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,9723040507573295908370f302b0a00c5c28f813,190,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_D,88,BF3,1,cb78c0621986feeaabb95bfa7e7749886ef4d946,192,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_D,88,BF3,1,2709a4d571ff42851d46d65445d311688eec7689,281,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,684810f8d05a81ac45c0f6b21180c2a1700b5b29,301,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,c938feebe9c4f07d78eddcd90cb135f5edc042dd,427,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,196,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,196,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,88,BF3,1,bd4bfd82c9d2e9197acdcb72a61e091f01ea2247,191,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,31,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_D,88,BF3,1,4ad6c700ef839622bedc3a38054b9536e8eaf552,83,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,88,BF3,1,095a1db4868c8536e38474706caa7dc687c80a88,29,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,88,BF3,1,26829b459ed76ee1c57239664f0d0a64a8e93c69,3,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,1213612785627a26f9995b9f29b2f7daf628ab3a,64,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_D,88,BF3,1,e98cca2f8f132f63a4e0497920cae32cf0c5a677,84,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,88,BF3,1,c3608e3bbd051a827c3ba97daff98692490e6fc8,75,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,88,BF3,1,e77f991d4257d06ecfc262cd80db694f09d175cd,37,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,921a619530265c77845aff59fa0e09fb1ca270cb,20,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,25,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,e0254b419ae70e17fc3a775368743fa8773609c4,62,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,88,BF3,1,9350764a853200e43866e583cec74382bfda6859,23,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,46058688dff6ad0c446936715da0b6d461d66ff4,25,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,fc127fcfc249e1ae3bf9d34034d47799adeaa313,17,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_D,88,BF3,1,186b554f89da35730269f805e1bbcbc09b638a7a,8,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,da9cdfcb1de7ec448fdbb0732149484d3edf98e8,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,88,BF3,1,e3f0464ce4a47a69539d89096334ce3bf133d18b,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,5788d9dc7676015bdad42714abfc36866ef9dde3,43098,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,fd21a4a69e41031e050b80c96a578a2b0e1575ad,27134,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_D,89,BF3,2,41384eb53ebdac9ad36e75109961bdacfada2509,12932,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_D,89,BF3,2,35bcbb88b7a1827e9131054759e25603a6ef1e4b,13408,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_D,89,BF3,2,5cc5bda34a61687ff23dd35422f3f67055889af9,17317,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,fa07c137c879896a4b3550b677aac7c27dd4f250,1978,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,fdc80ae5c5d103b2e88889628d1e88288fe07089,5741,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_D,89,BF3,2,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,5249,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_D,89,BF3,2,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,1132,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,5912de453e37344840868fe7776e6f84659742f2,1722,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,5
MC_D,89,BF3,2,85ae8b995a1c9e5d9f4b6e265538078035f220d2,653,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_D,89,BF3,2,aee053d6803cdb5a8171495d7b79efae9b68c8f7,564,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_D,89,BF3,2,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,346,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_D,89,BF3,2,8631c8817a3e0f66abffa477be2f44653cfe0d60,447,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,247,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,befec3cb525983c44fa97460953a90ff584b8d47,280,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,9723040507573295908370f302b0a00c5c28f813,185,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_D,89,BF3,2,2709a4d571ff42851d46d65445d311688eec7689,263,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,684810f8d05a81ac45c0f6b21180c2a1700b5b29,302,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,c938feebe9c4f07d78eddcd90cb135f5edc042dd,429,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,189,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,157,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,bd4bfd82c9d2e9197acdcb72a61e091f01ea2247,198,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,23,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_D,89,BF3,2,4ad6c700ef839622bedc3a38054b9536e8eaf552,68,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,095a1db4868c8536e38474706caa7dc687c80a88,26,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,26829b459ed76ee1c57239664f0d0a64a8e93c69,6,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,5063322535c4f9af1322193a29f070001788c0f8,27,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,e98cca2f8f132f63a4e0497920cae32cf0c5a677,92,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,82eb0bcdcf88b18b8378afb56623045fdc7dc74e,15,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_D,89,BF3,2,c3608e3bbd051a827c3ba97daff98692490e6fc8,47,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,e77f991d4257d06ecfc262cd80db694f09d175cd,36,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,921a619530265c77845aff59fa0e09fb1ca270cb,20,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,42,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,8043288a8de0a1058d0b10037e7dda473e0111f3,65,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_D,89,BF3,2,e0254b419ae70e17fc3a775368743fa8773609c4,21,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_D,89,BF3,2,9350764a853200e43866e583cec74382bfda6859,26,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,46058688dff6ad0c446936715da0b6d461d66ff4,11,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,fc127fcfc249e1ae3bf9d34034d47799adeaa313,20,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_D,89,BF3,2,186b554f89da35730269f805e1bbcbc09b638a7a,25,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,57f93ec05f3192f667645192b0cab92062bf5414,21,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,60a76d41f52cd47e97e8b91e91e4d5fbb0e9ea0a,12,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_D,89,BF3,2,f67a659cde3faa3d43321896f28594488e928a05,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,89,BF3,2,ae982573d488eb67ce989ee57179a8868cb371ff,5,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_C,85,BF3,1,fd21a4a69e41031e050b80c96a578a2b0e1575ad,38766,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_C,85,BF3,1,41384eb53ebdac9ad36e75109961bdacfada2509,40217,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_C,85,BF3,1,35bcbb88b7a1827e9131054759e25603a6ef1e4b,28387,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,85,BF3,1,fdc80ae5c5d103b2e88889628d1e88288fe07089,16122,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_C,85,BF3,1,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,12849,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_C,85,BF3,1,85ae8b995a1c9e5d9f4b6e265538078035f220d2,3688,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,85,BF3,1,aee053d6803cdb5a8171495d7b79efae9b68c8f7,3088,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_C,85,BF3,1,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,996,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_C,85,BF3,1,24329888e20b63e52c9b1d5607db61741a292db9,787,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,85,BF3,1,9723040507573295908370f302b0a00c5c28f813,384,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,85,BF3,1,cb78c0621986feeaabb95bfa7e7749886ef4d946,452,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_C,85,BF3,1,504bee3b87acb1718dc9397b385a50174c656db2,386,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,85,BF3,1,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,169,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,85,BF3,1,82eb0bcdcf88b18b8378afb56623045fdc7dc74e,68,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_C,85,BF3,1,f57eabd117374dfe16a07cb905319c7ab6539e44,5,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_C,86,BF3,2,fd21a4a69e41031e050b80c96a578a2b0e1575ad,32552,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_C,86,BF3,2,41384eb53ebdac9ad36e75109961bdacfada2509,34581,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_C,86,BF3,2,35bcbb88b7a1827e9131054759e25603a6ef1e4b,24346,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,86,BF3,2,fdc80ae5c5d103b2e88889628d1e88288fe07089,13991,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_C,86,BF3,2,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,10735,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_C,86,BF3,2,85ae8b995a1c9e5d9f4b6e265538078035f220d2,3581,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,86,BF3,2,aee053d6803cdb5a8171495d7b79efae9b68c8f7,2958,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_C,86,BF3,2,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,1004,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_C,86,BF3,2,24329888e20b63e52c9b1d5607db61741a292db9,743,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,86,BF3,2,9723040507573295908370f302b0a00c5c28f813,413,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,86,BF3,2,cb78c0621986feeaabb95bfa7e7749886ef4d946,407,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_C,86,BF3,2,504bee3b87acb1718dc9397b385a50174c656db2,341,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,86,BF3,2,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,170,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,86,BF3,2,82eb0bcdcf88b18b8378afb56623045fdc7dc74e,78,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_C,86,BF3,2,eb56b3d9552d7131197ba65b85e1504ba6dff7a5,116,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,87,BF3,3,fd21a4a69e41031e050b80c96a578a2b0e1575ad,26847,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_C,87,BF3,3,41384eb53ebdac9ad36e75109961bdacfada2509,28640,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_C,87,BF3,3,35bcbb88b7a1827e9131054759e25603a6ef1e4b,21480,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,87,BF3,3,fdc80ae5c5d103b2e88889628d1e88288fe07089,10974,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_C,87,BF3,3,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,8790,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_C,87,BF3,3,85ae8b995a1c9e5d9f4b6e265538078035f220d2,2641,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,87,BF3,3,aee053d6803cdb5a8171495d7b79efae9b68c8f7,2386,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_C,87,BF3,3,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,803,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
