Sample_name,Locus,Hash,nReads,rank,kingdom,phylum,class,order,family,genus,species,taxon,Sample_label,sample,tech,Run,source,EGC_ID,site_month,mc_rm
19,BF3,dece3bdcf5b0e07a53abb9eb00cef1e2ace87145,207,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,a4e58604cf1b5bdeed50a1e6611f47ec3d929390,347,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,1a9ec5599e84fd3d5965b8e087b44a319927e990,371,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,8fa7028c472b45b95822ef046435b20ded043e59,173,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,e80d35968d9e7c53e72c7e5ec1eb127ab4ab509f,291,species,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,Mya arenaria,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,e500741d2d8ee4e5fabfff441fa249e449b27c66,468,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,c3355752bffdf3d66902fd6f8f8d88b47b42c0af,41,species,Metazoa,Arthropoda,Malacostraca,Isopoda,Entoniscidae,Portunion,Portunion conformis,Portunion conformis,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
19,BF3,599c8f8265a89ad06db4fbe0a4e86306f4612183,32,species,Metazoa,Arthropoda,Insecta,Hemiptera,Belostomatidae,Appasus,Appasus major,Appasus major,WACO21-665-a,WACO21-665,1,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,7542298ff77e2a821b8ef59f48bb3d4e03f356ee,9512,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,dece3bdcf5b0e07a53abb9eb00cef1e2ace87145,798,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,a4e58604cf1b5bdeed50a1e6611f47ec3d929390,278,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,1a9ec5599e84fd3d5965b8e087b44a319927e990,282,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,cd4a26dd65196a5e19a270696f5b7de170847698,119,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,afd8fa5a136ad915bac4e6c06f513314ecf28ae7,230,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,4a9bbc68205211589c8bbab6d5b0b9d8a7fa6411,162,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,c3355752bffdf3d66902fd6f8f8d88b47b42c0af,36,species,Metazoa,Arthropoda,Malacostraca,Isopoda,Entoniscidae,Portunion,Portunion conformis,Portunion conformis,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
20,BF3,62da1e6f2562f2e9468695be4fe4a62864230f1d,27,phylum,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Arthropoda,WACO21-665-b,WACO21-665,2,5,Samples,WACO.2021.665,Stackpole-Sep,0
21,BF3,7542298ff77e2a821b8ef59f48bb3d4e03f356ee,10277,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,0
21,BF3,5912de453e37344840868fe7776e6f84659742f2,54,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,1
21,BF3,dece3bdcf5b0e07a53abb9eb00cef1e2ace87145,457,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,0
21,BF3,a4e58604cf1b5bdeed50a1e6611f47ec3d929390,299,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,0
21,BF3,1a9ec5599e84fd3d5965b8e087b44a319927e990,279,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,0
21,BF3,8fa7028c472b45b95822ef046435b20ded043e59,386,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,0
21,BF3,d41d7441e9ace077432620688b42c88c2439aa78,93,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-665-c,WACO21-665,3,5,Samples,WACO.2021.665,Stackpole-Sep,0
23,BF3,3808f4b8e372dc71ac2e880abbaf685abc01b6b2,660,species,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,WACO21-547-b,WACO21-547,2,5,Samples,WACO.2021.547,Nahcotta-Sep,0
24,BF3,3808f4b8e372dc71ac2e880abbaf685abc01b6b2,3196,species,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,WACO21-547-c,WACO21-547,3,5,Samples,WACO.2021.547,Nahcotta-Sep,0
24,BF3,f5a6187dec0158fff4505da8b61fd76558fffe1f,40,family,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,NA,NA,Cucurbitaceae,WACO21-547-c,WACO21-547,3,5,Samples,WACO.2021.547,Nahcotta-Sep,0
26,BF3,3808f4b8e372dc71ac2e880abbaf685abc01b6b2,1700,species,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,WACO21-319-b,WACO21-319,2,5,Samples,WACO.2021.319,Nahcotta-Jul,0
29,BF3,e530b7f0a47d1ae0b2f9d267ecc1e3739fa0e705,2,species,Metazoa,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,Serpula vermicularis,Serpula vermicularis,WACO21-323-b,WACO21-323,2,5,Samples,WACO.2021.323,Nahcotta-Jul,0
31,BF3,dece3bdcf5b0e07a53abb9eb00cef1e2ace87145,236,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,WACO21-250-a,WACO21-250,1,5,Samples,WACO.2021.250,Stackpole-Jul,0
31,BF3,7468d2c429cf330975fa55580a8e3592db1d4a9b,97,phylum,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA,Chlorophyta,WACO21-250-a,WACO21-250,1,5,Samples,WACO.2021.250,Stackpole-Jul,0
31,BF3,54b72a1064f37f62bef633595760dcc5342da648,87,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,WACO21-250-a,WACO21-250,1,5,Samples,WACO.2021.250,Stackpole-Jul,0
33,BF3,4964f8a91b348ee32abd6c336adc9fd275a515f6,404,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,WACO21-250-c,WACO21-250,3,5,Samples,WACO.2021.250,Stackpole-Jul,0
34,BF3,1012f21c22fcbbff4c61ba466dfd4c8eba4237c2,31,species,NA,NA,Phaeophyceae,Ectocarpales,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella washingtoniensis,WACO21-315-a,WACO21-315,1,5,Samples,WACO.2021.315,Nahcotta-Jul,0
34,BF3,4ab1030c87fd361a2510e8481a4ed0bdcf7888c2,4,family,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,NA,NA,Poaceae,WACO21-315-a,WACO21-315,1,5,Samples,WACO.2021.315,Nahcotta-Jul,0
35,BF3,1012f21c22fcbbff4c61ba466dfd4c8eba4237c2,17,species,NA,NA,Phaeophyceae,Ectocarpales,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella washingtoniensis,WACO21-315-b,WACO21-315,2,5,Samples,WACO.2021.315,Nahcotta-Jul,0
37,BF3,a1838aa9dada31ad691af4a088a8ab9f36db04b4,975,family,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Chordariaceae,WACO21-225-a,WACO21-225,1,5,Samples,WACO.2021.225,Stackpole-Jul,0
38,BF3,a1838aa9dada31ad691af4a088a8ab9f36db04b4,1151,family,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Chordariaceae,WACO21-225-b,WACO21-225,2,5,Samples,WACO.2021.225,Stackpole-Jul,0
39,BF3,a1838aa9dada31ad691af4a088a8ab9f36db04b4,994,family,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Chordariaceae,WACO21-225-c,WACO21-225,3,5,Samples,WACO.2021.225,Stackpole-Jul,0
40,BF3,4964f8a91b348ee32abd6c336adc9fd275a515f6,13,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,WACO21-234-a,WACO21-234,1,5,Samples,WACO.2021.234,Stackpole-Jul,0
40,BF3,e80d35968d9e7c53e72c7e5ec1eb127ab4ab509f,111,species,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,Mya arenaria,WACO21-234-a,WACO21-234,1,5,Samples,WACO.2021.234,Stackpole-Jul,0
41,BF3,4964f8a91b348ee32abd6c336adc9fd275a515f6,164,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,WACO21-234-b,WACO21-234,2,5,Samples,WACO.2021.234,Stackpole-Jul,0
41,BF3,e80d35968d9e7c53e72c7e5ec1eb127ab4ab509f,183,species,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,Mya arenaria,WACO21-234-b,WACO21-234,2,5,Samples,WACO.2021.234,Stackpole-Jul,0
42,BF3,4964f8a91b348ee32abd6c336adc9fd275a515f6,113,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,WACO21-234-c,WACO21-234,3,5,Samples,WACO.2021.234,Stackpole-Jul,0
46,BF3,5cc5bda34a61687ff23dd35422f3f67055889af9,2176,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep,1
46,BF3,92551ae2b861818918be54c85fdb268513ae4b45,3729,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep,0
46,BF3,58ad4a7294601c091299c452cf245fb87fdb99b0,213,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep,0
46,BF3,cd4a26dd65196a5e19a270696f5b7de170847698,170,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep,0
46,BF3,25d6f6a3dd07abf25ed3dd1b1a6e6d16769c0112,215,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep,0
46,BF3,59b1b6645ec8f1d978260b12f8216dc816262eb5,75,species,Metazoa,Arthropoda,Insecta,Lepidoptera,Elachistidae,Elachista,Elachista sp. 1fucicola BOLD-2018,Elachista sp. 1fucicola BOLD-2018,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep,0
47,BF3,5cc5bda34a61687ff23dd35422f3f67055889af9,976,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-658-b,WACO21-658,2,5,Samples,WACO.2021.658,Stackpole-Sep,1
47,BF3,92551ae2b861818918be54c85fdb268513ae4b45,4062,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-658-b,WACO21-658,2,5,Samples,WACO.2021.658,Stackpole-Sep,0
47,BF3,615353d8c93c88d9a9d3dff7ca38a44fe8b35333,41,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-658-b,WACO21-658,2,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,5cc5bda34a61687ff23dd35422f3f67055889af9,2781,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,1
48,BF3,92551ae2b861818918be54c85fdb268513ae4b45,6795,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,dece3bdcf5b0e07a53abb9eb00cef1e2ace87145,52,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,58ad4a7294601c091299c452cf245fb87fdb99b0,961,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,cd4a26dd65196a5e19a270696f5b7de170847698,153,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,bb778d6f688a81d79519a649347d5fe1f7b1ec91,163,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,a7a3886605a6ac27c4d4939b8c942b67aaf89b51,15,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe valida,Ampithoe valida,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,30ff8f4ee3a449389925d55559d11ddf9158cbd1,10,phylum,Metazoa,Hemichordata,NA,NA,NA,NA,NA,Hemichordata,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,29c6218cb09ff677906a164002010f62a8726442,9,species,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,Leathesia,Leathesia marina,Leathesia marina,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
48,BF3,678a3c7534108afe67d9a511e6af22e11441ef06,3,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep,0
49,BF3,92551ae2b861818918be54c85fdb268513ae4b45,400,species,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste diadroma,Hediste diadroma,WACO21-571-a,WACO21-571,1,5,Samples,WACO.2021.571,Nahcotta-Sep,0
49,BF3,cc030a7d2541404affb67affae3dd5ef12cf7853,41,family,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,WACO21-571-a,WACO21-571,1,5,Samples,WACO.2021.571,Nahcotta-Sep,0
50,BF3,e80d35968d9e7c53e72c7e5ec1eb127ab4ab509f,438,species,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,Mya arenaria,WACO21-571-b,WACO21-571,2,5,Samples,WACO.2021.571,Nahcotta-Sep,0
51,BF3,b6a8960ea1dd27564d3a7d097701f47797e8559a,21,genus,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,NA,Hediste,WACO21-571-c,WACO21-571,3,5,Samples,WACO.2021.571,Nahcotta-Sep,0
61,BF3,7542298ff77e2a821b8ef59f48bb3d4e03f356ee,98,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-261-a,WACO21-261,1,5,Samples,WACO.2021.261,Stackpole-Jul,0
61,BF3,615353d8c93c88d9a9d3dff7ca38a44fe8b35333,2594,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-261-a,WACO21-261,1,5,Samples,WACO.2021.261,Stackpole-Jul,0
