MiSeqRun,Sample_name,sample_id,Hash,nReads
4,1,WACO21-639-a,bcbd5118329ed8c9d7116d0c6c3abc61ea2e7655,9
4,1,WACO21-639-a,fcbe7415eeb5915e1a18f99053b1c84cc0d0f548,8
4,1,WACO21-639-a,c14da89d5bc5d6ec7fc51204d26d7a5084cd026c,7
4,1,WACO21-639-a,3a20a3fc2fb92437d8348a54a7afc30ebcb24806,7
4,1,WACO21-639-a,13209a9d12d0640b624b760664032c620809270c,6
4,1,WACO21-639-a,943623bb4cbe11b89ad5ebf74d66c02e8f14238f,6
4,1,WACO21-639-a,1ace63859b875279f7eee37ab71070fb544a5069,6
4,1,WACO21-639-a,6caa284febcd147b0eb5d81ab46c8c2a2af59523,6
4,1,WACO21-639-a,914aa202579e87c72f2aa55378a5b7e6b0bca316,6
4,1,WACO21-639-a,26c0be25e52fbdc5f958dc3b1b20bf7a81b54eac,6
4,1,WACO21-639-a,17449c14e915f299ea4bc230e23a26f07a26ff60,3
4,1,WACO21-639-a,12553206a29d07b1c1dad03fb9079853b5f2ced3,3
4,1,WACO21-639-a,5316230ccf3557cbe26d35bfe92fac00ca42ef48,5
4,1,WACO21-639-a,ede1022c00a035c55d827ccc1b258c0b82053d03,5
4,1,WACO21-639-a,71413621c02b043704093265abd30732af8bf1f7,5
4,1,WACO21-639-a,c8ec571db76a26581623ce7f28602b4364cbbcb6,5
4,1,WACO21-639-a,2d8d9425b2e466a6a3e236b0a15e202a89f679ba,5
4,1,WACO21-639-a,0e6a1cc4526f8c900807a89292fca0992e24101e,4
4,1,WACO21-639-a,9519d4d3fb368431ff1e140dda16ac2e2695eb33,4
4,1,WACO21-639-a,37d6b69d1cf4b7c22cad83bf9ac281d862f1f5f5,3
4,1,WACO21-639-a,b51d8fd2fbbbc903a67727bddbd3d0abf9323e0f,3
4,1,WACO21-639-a,19695fea0601243e5a99d305036f900e931e13f0,3
4,1,WACO21-639-a,9d7687d8a92f478c8820dc68912b24f8368adeeb,2
4,1,WACO21-639-a,f0152b7e54e95979522871f100b03fa166d11429,2
4,1,WACO21-639-a,43feede67a0ee182710c44bf429c8f81c2f08d2f,1
4,2,WACO21-639-b,5788d9dc7676015bdad42714abfc36866ef9dde3,80427
4,2,WACO21-639-b,98ec7fd230e438cf5da2ba8467bdc7ceb95a8e2b,18119
4,2,WACO21-639-b,a4641c5c5237012cecb994fbe97a1deb3e320434,156
4,2,WACO21-639-b,7c8468fcce9ab55cd01fce9b83075dd04cc552ba,924
4,2,WACO21-639-b,062708a0e273d964c1c6b6f11124b43186edd1a7,1882
4,2,WACO21-639-b,a6f5f7f53e2f8b43308eeac1ac48c2b632be7216,259
4,2,WACO21-639-b,82062b9cd679061926bd12072c347ffc09be028c,4027
4,2,WACO21-639-b,1167f4c4381369d51d94db86e497609f02b5ffa1,868
4,2,WACO21-639-b,81137ad7d09cacd815468d26f7e2c155abfbdeb2,1345
4,2,WACO21-639-b,328e6baee23b9ab10d1b4af6e00a4a78fd64ec8c,52
4,2,WACO21-639-b,b02749136ff37f34b110cfc0aadf1abbb19ffce4,256
4,2,WACO21-639-b,d3b36342e6bea3a7bf617deadeebca28638aebdb,3250
4,2,WACO21-639-b,9480f007f14660549e23de9b02526fd5be343006,201
4,2,WACO21-639-b,f7480017a3bcdb2b55e535639f3312586515a17b,88
4,2,WACO21-639-b,bee84d3d2f5697ad790e739b72692113142b7eda,503
4,2,WACO21-639-b,6575fbabf299c465ce85d26f9561575f207505d5,1977
4,2,WACO21-639-b,fd2d25bb5336bb36b7020e835601a6de9b40a146,421
4,2,WACO21-639-b,0b1a5fb517ed42eb381880b95f035f0d64b2750f,1847
4,2,WACO21-639-b,ebd75d373e7c94e4d716391124e17c7f0ff55e15,84
4,2,WACO21-639-b,fc5746bd8f7e6972a052207bb67c35a8d43f9644,76
4,2,WACO21-639-b,3682879a7145b9d5b227bca6ebb3b2c66b11553c,229
4,2,WACO21-639-b,da90cbd0d293c9fa05fae74db67cc1f191979a71,8
4,2,WACO21-639-b,0ec00a19823f2427668ff8541c672a1e3c626ed7,57
4,2,WACO21-639-b,b2326d4dd4105dd3f04762a8a8d4e81f114f443e,131
4,2,WACO21-639-b,751a2c67e218e234357de0b527e112ffcccfda01,39
4,2,WACO21-639-b,7e6e7d9fd7e2559ed4419b59619f76eca6fa47fa,160
4,2,WACO21-639-b,d74bca9a8958f1080fe172a63e29b96f6cb99c44,62
4,2,WACO21-639-b,33feea15331389521a3f4707e1d32e8d3cf7404f,341
4,2,WACO21-639-b,897ccefdd9575713d5df48c41c7dabce19acfdff,62
4,2,WACO21-639-b,f08c85dc673c329cb7edacbd7482329048ab651e,31
4,2,WACO21-639-b,f6615a04c8053f62deced19466040c8bacbd2f3b,405
4,2,WACO21-639-b,ccbe024e1044d0b7786d219ae11d57184d8e57bf,509
4,2,WACO21-639-b,f58b7fd85db22f28d995810b4613aaf3fd827750,99
4,2,WACO21-639-b,82ba1e7f9d339d7c2719fb68a8a58304696ac3f1,348
4,2,WACO21-639-b,5fb3940d06346c69ba8483f1d9d761fe935b81d0,62
4,2,WACO21-639-b,1e0e13fa803e6567b994b256101ea6fdc8be252f,65
4,2,WACO21-639-b,ddcc4942a348bc12d4f187732b9aee310af3c0a1,5
4,2,WACO21-639-b,1fb0f0e1aec649a220eaf760d7993e2a178cfbf3,1406
4,2,WACO21-639-b,8631c8817a3e0f66abffa477be2f44653cfe0d60,322
4,2,WACO21-639-b,ae6f0e912a2e9241dc416e9e415d1a897d9b7955,8
4,2,WACO21-639-b,e8bcb5afcc78531532cd196497c1362f35a7ae85,29
4,2,WACO21-639-b,9903608a3b6bac059de3dc5d127e72e610da1c94,157
4,2,WACO21-639-b,5fe3ae66b00c15bbdc6e70b362392d69fabc562e,39
4,2,WACO21-639-b,befec3cb525983c44fa97460953a90ff584b8d47,108
4,2,WACO21-639-b,07a58ecc0e2d061bbef0e1a8d6965520006416ac,17
4,2,WACO21-639-b,3c483cf097bb468420bb89caec8a6b6fbe3964a5,330
4,2,WACO21-639-b,6467cd0ac20a41a482b2d7de743a35df60cbed8f,822
4,2,WACO21-639-b,f071026e88071c276782d6fe53eb2b091152a9ed,144
4,2,WACO21-639-b,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,93
4,2,WACO21-639-b,57de00e6eafe064527e49f54c49703415961ee2b,19
4,2,WACO21-639-b,61148818fb131524d01e03274d38fac48477238f,197
4,2,WACO21-639-b,583519adba48f7eb0ed16ef8f70efe6a43ee3fe7,24
4,2,WACO21-639-b,ba90715196b6d9b9e996bacb0bed80c74201fbf6,19
4,2,WACO21-639-b,06155ab6ae05b57175ad478bbd597d94c421cc10,11
4,2,WACO21-639-b,da7ab2d77addf48e4bbf40c697f276ae8db1e0e4,23
4,2,WACO21-639-b,f18ee9a7d4dc79a31fac1dc1fdafae7be9b6188b,17
4,2,WACO21-639-b,c8ac96fb4c20267f92b812abbafc4933386cfc3f,26
4,2,WACO21-639-b,1e36eb70a7a8e0350b2315f7297bb9a14bd26b5b,121
4,2,WACO21-639-b,a7162a798751d02bb0716dc275564d3fc040c2bb,78
4,2,WACO21-639-b,80d8203db751e025410c98ddf9f4ab9a34bbce00,9
4,2,WACO21-639-b,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,219
4,2,WACO21-639-b,ff371f0d29e18af079f045732638dc51525774ba,34
4,2,WACO21-639-b,bbf6590e2e725d0ab6b052a8a583a08ef0335ce3,27
4,2,WACO21-639-b,482dbe062b23ab98f10956657ad243fd90179dd4,23
4,2,WACO21-639-b,67d5d8842695ab90057b561c09595fd4ecd0c5f9,30
4,2,WACO21-639-b,1f7f3155d8874b67620942a44674f227442369e2,20
4,2,WACO21-639-b,c783600f2c39a27a181ae3e7b99921d73c0ae16b,234
4,2,WACO21-639-b,03e89f3247e0785a37b950ff2025ccb0cdb4eea0,121
4,2,WACO21-639-b,20f52b9d238628fe0b7cca066c2f4806a0e848f1,33
4,2,WACO21-639-b,d43a043bd4ce4078c1691a1d2b2a54427fe09701,34
4,2,WACO21-639-b,9c4027a1ff065a7e402b35870f123c76da58dd7a,39
4,2,WACO21-639-b,a8c74a9d3f43004268a92ccef4e422542da35ad6,159
4,2,WACO21-639-b,253c648e7d97b15a3289d3849566b36e22a45d6b,166
4,2,WACO21-639-b,ae41de3e4d76e369d3f14b096924a40647222b58,73
4,2,WACO21-639-b,45a5aa735fb5c29495f6fb0e52934f3d65a5178a,87
4,2,WACO21-639-b,cb438b170fd4e31e6d4651f8dba046aca6f686fb,210
4,2,WACO21-639-b,a1838aa9dada31ad691af4a088a8ab9f36db04b4,70
4,2,WACO21-639-b,cc48b7bd90b3d3cbe7c908b026798874c1f4db61,29
4,2,WACO21-639-b,ab3058edd6ed69efba16685f8a6e2d36dae6b01d,14
4,2,WACO21-639-b,a1080a146f113cebf828a630fd39414fe640772b,8
4,2,WACO21-639-b,4b37c59c145f54d8f9fef25efd65ac236f8dc1b8,132
4,2,WACO21-639-b,340440c4830c3ca612993b08bc2b5d17be216e62,91
4,2,WACO21-639-b,1f6acfbd4f2cbb92f9753681361b15d411610979,12
4,2,WACO21-639-b,a79f440e9c7b5c21ad0220ef2afdc0c524086b21,148
4,2,WACO21-639-b,ec1b8ffcb694c60afecfc7264b479dbf3676a463,2
4,2,WACO21-639-b,5ea9bc40aab58b5a4c33fa84b2f75d4430421bc9,9
4,2,WACO21-639-b,41502704d7c8b5dbbf30045aa2cfe99c65dce2fc,69
4,2,WACO21-639-b,c6f89f46a2e2faa08a7b0cd0309696380e4cf099,113
4,2,WACO21-639-b,fe429a9a6aa01b85b1f057fdc080aa7d3bb4c23d,112
4,2,WACO21-639-b,f557e44e3713d1eb4247ad566361b31b88b9f85d,85
4,2,WACO21-639-b,59ef6c9618bc08dc658569206f71d6f776b6c32b,28
4,2,WACO21-639-b,d9c88bb0769b10c8fd284857c0d6d264507220f5,95
4,2,WACO21-639-b,bab996f118339e831bc69f23ca8abd325cc90acb,41
4,2,WACO21-639-b,f5d7f30b127c67da515b7be4277a1e1cc04b91f2,28
4,2,WACO21-639-b,4be1e5a3b6a35c2585f4225729155e8b64e2dded,1
4,2,WACO21-639-b,ed3f6cf8c048412665a4db88ff387f2e9844f8e7,15
4,2,WACO21-639-b,23c66107c8a89c24b37b5987cb2f1a7d1165072b,12
4,2,WACO21-639-b,5d0e3985092a78df959f9bba5bc9c6fdc4b7efc8,12
4,2,WACO21-639-b,bcc0b03ca2000a728219b9654ef5518748dbb7b1,73
4,2,WACO21-639-b,9b5e0d18bced962bece6b04796798cae5e40b7be,73
4,2,WACO21-639-b,683cffd41f52e7e257c4a35204acf011f749a539,8
4,2,WACO21-639-b,82d3d8713bd601f1354abf49047177589c4d9008,5
4,2,WACO21-639-b,8a319add507fb3172710bdc9f8743aca5a8ad6be,65
4,2,WACO21-639-b,aee3bb7ca63469bcd5e4e0f1c1914d3b448910a8,64
4,2,WACO21-639-b,f9216ab8db1b74671181d3434e0bb2d7b5ec1238,53
4,2,WACO21-639-b,991fbba1a9700b0745c3fc259ec7a0969ccd951e,4
4,2,WACO21-639-b,6963e28d7c7ffb603999d98d376a5fe2fc264ed5,15
4,2,WACO21-639-b,fb720894d244c11976fbdfb5187b9defb64defa2,18
4,2,WACO21-639-b,55f0e9262950889cc2f5cdae213ff604c1996220,44
4,2,WACO21-639-b,8de691679eadb66a5a94cb000b7d1ec9ee1bdea2,55
4,2,WACO21-639-b,a5582d06b43238a4577f02e66e170d12f682af78,37
4,2,WACO21-639-b,cef1d492dd0ae8fb8f138bac7bb641cb02a71c1c,52
4,2,WACO21-639-b,fbc8f59b7a694e1eec5bd7e26e241b7f47226621,18
4,2,WACO21-639-b,76448fdaac0c093911cd1bd1090fa419899fa78a,3
4,2,WACO21-639-b,11f113bf414efa1e6c1f60e7ee38f8e14729aad3,5
4,2,WACO21-639-b,d8c7818bb89e89e7c34b0c32635bb2fe08541219,44
4,2,WACO21-639-b,92d8d28b917a6e2d05d11ccb940727b318ef46ac,15
4,2,WACO21-639-b,795d07a8b91d90f001a35f15b31ae40a83750198,17
4,2,WACO21-639-b,d460e7cfda64061b34cae752c668a5610e1532c7,41
4,2,WACO21-639-b,222b29626badbf1072f28221019867154f768730,41
4,2,WACO21-639-b,e69b6d3e0cf9a606bfe38d639febd3b89d7febfc,36
4,2,WACO21-639-b,91b13153ef6e6dc3decbbba13303f92521f1ebd7,36
4,2,WACO21-639-b,0d5feb2fd495d5a415fa833af9cd37e8ca5b9dbd,28
4,2,WACO21-639-b,36c2d5f0836830397a2b1796a83bfe215681870f,12
4,2,WACO21-639-b,272b5f0240fccf866125537a7b9a18440d685846,5
4,2,WACO21-639-b,128395507c2ddbcd41091eec57c1a48f12a53336,2
4,2,WACO21-639-b,66679b851ae388ef87937874d4735186f5a45f0b,26
